Scientific name,Common name,"IUCN Red List(2014)Category","IUCN RedList (2015)Category","Reason forchange","Red Listversion"
MAMMALS,,,,,
Aonyx capensis,African Clawless Otter,LC,NT,N,2015-2
Ailurus fulgens,Red Panda,VU,EN,N,2015-4
Amorphochilus schnablii,Smoky Bat,EN,VU,N,2015-4
Aonyx congicus,Congo Clawless Otter,LC,NT,N,2015-2
Arctocephalus philippii,Juan Fernández Fur Seal,NT,LC,N,2015-2
Arctocephalus townsendi,Guadalupe Fur Seal,NT,LC,G,2015-2
Balantiopteryx infusca,Ecuadorian Sac-winged Bat,EN,VU,N,2015-4
Capra falconeri,Markhor,EN,NT,G,2015-2
Caracal aurata,African Golden Cat,NT,VU,G,2015-2
Crossarchus ansorgei,Angsorge's Cusimanse,DD,LC,N,2015-4
Dendrohyrax validus,Eastern Tree Hyrax,LC,NT,G,2015-2
Equus hemionus,Asiatic Wild Ass,EN,NT,N,2015-4
Eupleres goudotii,Eastern Falanouc,NT,EN,N,2015-2
Fossa fossana,Spotted Fanaloka,NT,VU,G,2015-4
Genetta bourloni,Bourlon's Genet,NT,VU,N,2015-4
Genetta piscivora,Aquatic Genet,DD,NT,N,2015-4
Hemigalus derbyanus,Banded Civet,VU,NT,N,2015-4
Herpestes fuscus,Brown Mongoose,VU,LC,N,2015-4
Herpestes semitorquatus,Collared Mongoose,DD,NT,N,2015-4
Leopardus geoffroyi,Geoffroy's Cat,NT,LC,N,2015-2
Lontra longicaudis,Neotropical Otter,DD,NT,N,2015-2
Lynx pardinus,Iberian Lynx,CR,EN,G,2015-2
Mazama nana,Brazilian Dwarf Brocket,DD,VU,N,2015-4
Melogale everetti,Bornean Ferret Badger,DD,EN,N,2015-4
Monachus monachus,Mediterranean Monk Seal,CR,EN,N,2015-4
Mungotictis decemlineata,Bokiboky,VU,EN,G,2015-4
Neamblysomus julianae,Juliana's Golden Mole,VU,EN,N,2015-2
Neomonachus schauinslandi,Hawaiian Monk Seal,CR,EN,N,2015-2
Pardofelis marmorata,Marbled Cat,VU,NT,N,2015-4
Phocarctos hookeri,New Zealand Sea Lion,VU,EN,G,2015-2
Phyllonycteris aphylla,Jamaican Flower Bat,LC,CR,N,2015-4
Platyrrhinus chocoensis,Choco Broad-nosed Bat,EN,VU,N,2015-4
Poiana leightoni,West African Oyan,DD,VU,N,2015-4
BIRDS,,,,,
Acrocephalus sechellensis,Seychelles Warbler,VU,NT,G,2015-4
Alca torda,Razorbill,LC,NT,G,2015-4
Amytornis dorotheae,Carpentarian Grasswren,NT,VU,G,2015-4
Anas chlorotis,Brown Teal,EN,NT,G,2015-4
Anthus pratensis,Meadow Pipit,LC,NT,G,2015-4
Aquila nipalensis,Steppe Eagle,LC,EN,G,2015-4
Aythya ferina,Common Pochard,LC,VU,N,2015-4
Branta ruficollis,Red-breasted Goose,EN,VU,N,2015-4
Buteo ventralis,Rufous-tailed hawk,NT,VU,N,2015-4
Calidris canutus,Red Knot,LC,NT,G,2015-4
Calidris ferruginea,Curlew Sandpiper,LC,NT,G,2015-4
Calidris ruficollis,Red-necked Stint,LC,NT,G,2015-4
Calidris tenuirostris,Great Knot,VU,EN,G,2015-4
Calonectris leucomelas,Streaked Shearwater,LC,NT,N,2015-4
Camarhynchus pallidus,Woodpecker Finch,LC,VU,G,2015-4
Camarhynchus psittacula,Large Tree-finch,LC,VU,G,2015-4
Casuarius bennetti,Dwarf Cassowary,NT,LC,N,2015-4
Clytorhynchus nigrogularis,Black-throated Shrikebill,VU,NT,N,2015-4
Coccycolius iris,Emerald Starling,DD,LC,N,2015-4
Ducula cineracea,Timor Imperial-pigeon,EN,NT,N,2015-4
Eleoscytalopus psychopompus,Bahia Tapaculo,CR,EN,N,2015-4
Eudyptes schlegeli,Royal Penguin,VU,NT,N,2015-4
Ficedula semitorquata,Semi-collared Flycatcher,NT,LC,N,2015-4
Forpus cyanopygius,Mexican Parrotlet,LC,NT,N,2015-4
Fratercula arctica,Atlantic Puffin,LC,VU,G,2015-4
Glaucidium sanchezi,Tamaulipas Pygmy-owl,LC,NT,N,2015-4
Gyps africanus,White-backed Vulture,EN,CR,G,2015-4
Gyps coprotheres,Cape Vulture,VU,EN,G,2015-4
Gyps rueppelli,Rüppell's Vulture,EN,CR,G,2015-4
Haematopus ostralegus,Eurasian Oystercatcher,LC,NT,N,2015-4
Larus armenicus,Armenian Gull,LC,NT,N,2015-4
Larus audouinii,Audouin's Gull,NT,LC,G,2015-4
Lathamus discolor,Swift Parrot,EN,CR,G,2015-4
Lichmera notabilis,Black-chested honeyeater,NT,LC,N,2015-4
Limosa lapponica,Bar-tailed Godwit,LC,NT,G,2015-4
Lipaugus weberi,Chestnut-capped Piha,EN,CR,N,2015-4
Mayrornis versicolor,Ogea Monarch,VU,NT,N,2015-4
Melanitta fusca,Velvet Scoter,EN,VU,G,2015-4
Myzomela kuehni,Crimson-hooded Myzomela,NT,LC,N,2015-4
Necrosyrtes monachus,Hooded Vulture,EN,CR,G,2015-4
Numenius madagascariensis,Far Eastern Curlew,VU,EN,G,2015-4
Parotia wahnesi,Wahne's Parotia,VU,NT,N,2015-4
Picus sharpei,Iberian Green Woodpecker,LC,NT,N,2015-4
Podiceps auritus,Horned Grebe,LC,VU,N,2015-4
Poliocephalus rufopectus,New Zealand Grebe,VU,NT,N,2015-4
Pterodroma axillaris,Chatham Petrel,EN,VU,G,2015-4
Ptilinopus huttoni,Rapa Fruit-dove,VU,EN,N,2015-4
Ptychoramphus aleuticus,Cassins' Auklet,LC,NT,N,2015-4
Rhinoplax vigil,Helmeted Hornbill,NT,CR,G,2015-4
Robsonius sorsogonensis,Grey-banded Babbler,VU,NT,N,2015-4
Sitta krueperi,Krueper's Nuthatch,NT,LC,N,2015-4
Somateria mollissima,Common Eider,LC,NT,N,2015-4
Sphecotheres hypoleucus,Wetar Figbird,NT,LC,N,2015-4
Streptopelia turtur,European Turtle-dove,LC,VU,N,2015-4
Thalurania watertonii,Long-tailed Woodnymph,NT,EN,N,2015-4
Torgos tracheliotos,Lappet-faced Vulture,VU,EN,G,2015-4
Trigonoceps occipitalis,White-headed Vulture,VU,CR,G,2015-4
Turdus iliacus,Redwing,LC,NT,N,2015-4
Tyto nigrobrunnea,Taliabu Masked-owl,EN,VU,N,2015-4
Vanellus vanellus,Northern Lapwing,LC,NT,N,2015-4
Xenopipo flavicapilla,Yellow-headed Manakin,NT,VU,N,2015-4
REPTILES,,,,,
Amapasaurus tetradactylus,Four-toed Ampasaurus,DD,LC,N,2015-2
Caretta caretta,Loggerhead Turtle,EN,VU,N,2015-4
Emoia oribata,,DD,LC,N,2015-4
Erythrolamprus mertensi,Mertens' Tropical Forest Snake,DD,LC,N,2015-4
Micrurus multiscutatus,Cauca Coral Snake,DD,NT,N,2015-4
Psammobates geometricus,Geometric Tortoise,EN,CR,G,2015-4
Sphaerodactylus scapularis,Boulenger's Least Gecko,VU,EN,N,2015-4
AMPHIBIANS,,,,,
Afrixalus orophilus,Kivu Banana Frog,VU,LC,N,2015-2
Alsodes tumultuosus,La Parva Spiny-chest Frog,CR,VU,N,2015-4
Ambystoma lermaense,Lake Lerma Salamander,CR,EN,N,2015-4
Amietia wittei,Molo Frog,DD,LC,N,2015-2
Amietophrynus brauni,Dead-leaf Toad,EN,LC,N,2015-2
Amietophrynus taiensis,Tai Toad,CR,EN,N,2015-2
Anaxyrus boreas,Western Toad,NT,LC,N,2015-4
Anodonthyla jeanbai,,DD,EN,N,2015-4
Arthroleptis crusculum,Guinea Screeching Forg,EN,NT,N,2015-2
Arthroleptis krokosua,Krokosua Squeaking Frog,EN,NT,N,2015-2
Arthroleptis reichei,Poroto Screeching Frog,NT,LC,N,2015-2
Arthroleptis tanneri,Tanzania Screecing Frog,VU,EN,N,2015-2
Arthroleptis xenodactylus,Amani Screeching Frog,VU,EN,N,2015-2
Atelopus simulatus,,CR,CR(PE),N,2015-2
Bolitoglossa zapoteca,Zapotect Salamander,DD,CR,N,2015-4
Boophis boehmei,Böhme's Bright-eyed Frog,LC,EN,N,2015-4
Boophis brachychir,Nosy Be Bright-eyed Frog,DD,VU,N,2015-4
Boophis elenae,,DD,NT,N,2015-4
Boophis occidentalis,,NT,LC,N,2015-4
Boophis rhodoscelis,Betsileo Bright-eyed Frog,NT,EN,N,2015-4
Boophis tampoka,,EN,LC,N,2015-4
Cardioglossa melanogaster,Amiet's Long-fingered Frog,EN,VU,N,2015-2
Chrysobatrachus cupreonitens,Itombwe Golden Frog,DD,EN,N,2015-2
Hyperolius castaneus,Ahl's Reed Frog,VU,LC,N,2015-2
Hyperolius chrysogaster,Goldbelly Reed Frog,VU,NT,N,2015-2
Hyperolius frontalis,Bushoho Reed Frog,VU,LC,N,2015-2
Hyperolius tanneri,Tanner's Reed Frog,EN,CR,N,2015-2
Leiopelma hamiltoni,Hamilton's Frog,EN,VU,G,2015-4
Leiopelma hochstetteri,Hochstetter's New Zealand Frog,VU,LC,N,2015-4
Mertensophryne nyikae,Nyika Dwarf Toad,VU,NT,N,2015-2
Nectophrynoides laticeps,,EN,CR,N,2015-2
Nectophrynoides poyntoni,Poynton's Forest Toad,CR,CR(PE),N,2015-2
Nectophrynoides pseudotornieri,Pseudo Forest Toad,EN,CR,N,2015-2
Nyctimystes tyleri,,LC,DD,N,2015-4
Phlyctimantis keithae,Keith's Striped Frog,VU,EN,N,2015-2
Ptychadena christyi,Christy's Grassland Frog,DD,LC,N,2015-2
Raorchestes travancoricus,,EX,EN,N,2015-2
Rhinella arunco,Concepcion Toad,LC,NT,N,2015-4
Rhinella atacamensis,Atacama Toad,LC,VU,G,2015-4
Telmatobius dankoi,,DD,CR,N,2015-4
Telmatobius philippii,,DD,CR,N,2015-4
Telmatobius pefauri,Arico Water Frog,CR,CR(PE),N,2015-4
Telmatobius vilamensis,,DD,CR,N,2015-4
Telmatobius zapahuirensis,Zapahuira Water Frog,CR,EN,N,2015-4
FISHES,,,,,
Coryphopterus hyalinus,Glass Goby,LC,VU,G,2015-2
Acanthemblemaria harpeza,Thornbush Blenny,VU,DD,N,2015-4
Acanthemblemaria paula,Dwarf Spinyhead Blenny,VU,DD,N,2015-4
Anchoa choerostoma,Bermuda Anchovy,LC,EN,N,2015-4
Anisotremus moricandi,Brownstriped Grunt,EN,LC,N,2015-4
Apristurus albisoma,White-bodied Catshark,NT,LC,N,2015-4
Apristurus ampliceps,Roughskin Catshark,DD,LC,N,2015-4
Apristurus aphyodes,White Ghost Catshark,DD,LC,N,2015-1
Apristurus longicephalus,Longhead Catshark,DD,LC,N,2015-4
Apristurus pinguis,Bulldog Catshark,DD,LC,N,2015-4
Apristurus platyrhynchus,Flatnose Catshark,DD,LC,N,2015-4
Asymbolus analis,Grey Spotted Catshark,DD,LC,N,2015-4
Balistes vetula,Queen Triggerfish,VU,NT,N,2015-4
Bathygobius burtoni,,DD,EN,N,2015-4
Batrachoides manglae,Cotuero Toadfish,VU,LC,N,2015-4
Caulolatilus cyanops,Blackline Tilefish,DD,LC,N,2015-4
Centrophorus westraliensis,Western Gulper Shark,LC,DD,N,2015-4
Chimaera lignaria,Giant Chimaera,DD,LC,N,2015-4
Chimaera obscura,Shortspine Chimaera,LC,DD,N,2015-4
Choranthias salmopunctatus,,VU,LC,N,2015-4
Chromis sanctaehelenae,St. Helena Chromis,VU,LC,N,2015-4
Coelorinchus caelorhincus,Hollowsnout Grenadier,DD,LC,N,2015-4
Dasyatis thetidis,Black Stingray,DD,LC,N,2015-4
Decodon puellaris,Red Hogfish,DD,LC,N,2015-4
Dipturus healdi,Heald's Skate,DD,LC,N,2015-4
Emblemaria diphyodontis,Venezuelan Blenny,DD,LC,N,2015-4
Emblemariopsis carib,Caribbean Flagfin Blenny,DD,LC,N,2015-4
Emblemariopsis tayrona,Tayrona Blenny,DD,LC,N,2015-4
Enneanectes deloachorum,Two-bar Triplefin,DD,LC,N,2015-4
Enneanectes matador,Matador Triplefin,DD,LC,N,2015-4
Ethadophis akkistikos,Indifferent Eel,DD,LC,N,2015-2
Etmopterus molleri,Slendertail Lanternshark,LC,DD,N,2015-4
Eucrossorhinus dasypogon,Tasselled Wobbegong,NT,LC,N,2015-4
Fundulus persimilis,Yucatan Killifish,DD,EN,N,2015-4
Garra barreimiae,Oman Garra,VU,LC,N,2015-2
Garra dunsirei,Tawi Atair Garra,VU,EN,N,2015-2
Garra longipinnis,,VU,DD,N,2015-2
Haemulon striatum,Striped Grunt,DD,LC,N,2015-4
Halichoeres burekae,Mardis Gras Wrasse,DD,EN,N,2015-4
Halichoeres leptotaenia,Thinstripe Wrasse,NT,LC,N,2015-4
Halichoeres socialis,Social Wrasse,CR,EN,N,2015-4
Harriotta haeckeli,Smallspine Spookfish,DD,LC,N,2015-4
Himantura dalyensis,Freshwater Whipray,DD,LC,N,2015-4
Hydrolagus homonycteris,Black Ghostshark,DD,LC,N,2015-4
Hydrolagus lusitanicus,,DD,LC,N,2015-1
Hydrolagus marmoratus,Marbled Ghostshark,DD,LC,N,2015-4
Hydrolagus trolli,Abyssal Ghostshark,DD,LC,N,2015-4
Hypoplectrus providencianus,Masked Hamlet,VU,LC,N,2015-2
Irolita westraliensis,Western Round Skate,LC,DD,N,2015-4
Jenkinsia parvula,Venezuelan Herring,VU,DD,N,2015-4
Labeo seeberi,Clanwilliam Sandfish,EN,CR,N,2015-2
Leucoraja circularis,Sandy Skate,VU,EN,N,2015-1
Leucoraja fullonica,Sahagreen Skate,NT,VU,N,2015-1
Lipogramma robinsi,Yellowbar Basslet,LC,DD,N,2015-2
Lucifuga simile,Blind Cave Brotula,VU,CR,N,2015-4
Megachasma pelagios,Megamouth Shark,DD,LC,N,2015-4
Menidia conchorum,Key Silverside,LR/nt,EN,N,2015-4
Myxodagnus belone,Dartfish,LC,DD,N,2015-4
Neoraja caerulea,Blue Pygmy Skate,DD,LC,N,2015-1
Orectolobus floridus,Floral Bandad Wobbegong,DD,LC,N,2015-4
Orectolobus halei,Banded Wobbegong,NT,LC,N,2015-4
Orectolobus hutchinsi,Western Wobbegong,DD,LC,N,2015-4
Orectolobus maculatus,Spotted Wobbegong,NT,LC,N,2015-4
Orectolobus ornatus,Ornate Wobbegong,NT,LC,N,2015-4
Orectolobus parvimaculatus,Dwarf Spotted Wobbegong,DD,LC,N,2015-4
Paralichthys lethostigma,Southern Flounder,LC,NT,N,2015-4
Parasaccogaster melanomycter,Black-nosed Brotula,VU,DD,N,2015-4
Parmaturus xaniurus,Filetail Catshark,DD,LC,N,2015-4
Pavoraja nitida,Peacock Skate,NT,LC,N,2015-4
Physiculus helenaensis,Skulpin,CR,DD,N,2015-4
Pontinus nigropunctatus,Deepwater Jack,VU,LC,N,2015-4
Protemblemaria punctata,Warthead Blenny,DD,LC,N,2015-4
Pseudophoxinus libani,Levantine Minnow,EN,LC,N,2015-2
Pseudotriakis microdon,False Catshark,DD,LC,N,2015-4
Raja asterias,Starry Skate,LC,NT,N,2015-1
Raja maderensis,Madeira Skate,DD,VU,N,2015-1
Raja polystigma,Speckled Skate,NT,LC,N,2015-1
Raja radula,Rough Ray,DD,EN,N,2015-1
Rajella kukujevi,Mid-Atlantic Skate,DD,LC,N,2015-1
Sanopus reticulatus,Reticulated Toadfish,VU,EN,N,2015-4
Sanopus splendidus,Splendid Toadfish,VU,EN,N,2015-4
Sciades parkeri,Gillbacker Sea Catfish,NT,VU,N,2015-2
Sinobatis bulbicauda,Western Legskate,DD,LC,N,2015-4
Sphoeroides yergeri,Speckled Puffer,DD,LC,N,2015-4
Starksia leucovitta,Whitesaddle Blenny,LC,DD,N,2015-4
Starksia rava,Tawny Blenny,DD,LC,N,2015-4
Starksia springeri,Springer's Blenny,LC,DD,N,2015-4
Starksia williamsi,William's Blenny,EN,LC,N,2015-4
Stegastes sanctaehelenae,,VU,LC,N,2015-4
Stegastes sanctipauli,Saint Paul's Gregory,VU,LC,N,2015-4
MOLLUSCS,,,,,
Cochlostoma dalmatinum,,VU,NT,E,2015-1
Graecoanatolica tenuis,,VU,EN,N,2015-4
Papustyla pulcherrima,Manus Green Tree Snail,DD,NT,N,2015-2
CORALS,,,,,
Balanophyllia europaea,Tooth Coral,DD,LC,N,2015-2
Cladocora caespitosa,Mediterranean Pillow Coral,DD,EN,N,2015-2
CRUSTACEANS,,,,,
Euastacus clarkae,Ellen Clark's Crayfish,CR,EN,N,2015-4
GRASSHOPPERS & CRICKETS,,,,,
Phalangacris alluaudi,Mahé Boulder Cricket,CR(PE),CR,N,2015-4
LEPIDOPTERA,,,,,
Euchloe bazae,Spanish Greenish Black-tip,VU,LC,N,2015-2
Hipparchia christenseni,Karpathos Grayling,LC,EN,N,2015-2
Hipparchia sbordonii,Ponza Grayling,NT,EN,N,2015-2
Maniola chia,Chios Meadow Brown,LC,NT,G,2015-2
Polyommatus violetae,Andalusian Anomalous Blue,VU,LC,N,2015-2
Pseudophilotes barbagiae,Sardinian Blue,LC,DD,N,2015-2
TREES,,,,,
Betula klokovii,,DD,CR,N,2015-4
Cylicomorpha solmsii,,VU,NT,N,2015-4
Dactyladenia cinerea,,CR,EN,N,2015-4
Dactyladenia mannii,,CR,EN,N,2015-4
Magnistipula cuneatifolia,,CR,EN,N,2015-4
Magnolia aromatica,,VU,EN,N,2015-2
Magnolia gustavii,,VU,CR,N,2015-2
Magnolia lotungensis,,LR/nt,EN,G,2015-2
Magnolia odora,Tsong's Tree,LR/nt,VU,G,2015-2
Magnolia officinalis,,LR/nt,EN,N,2015-4
Magnolia punduana,,VU,DD,N,2015-2
Magnolia wilsonii,,EN,NT,N,2015-2
Metroxylon amicarum,Caroline Ivory Nut,VU,NT,N,2015-2
Podonephelium subaequilaterum,,VU,CR,N,2015-4
Quercus buckleyi,Buckley Oak,VU,LC,N,2015-4
Quercus convallata,,DD,LC,N,2015-4
LEGUMES,,,,,
Baphia obanensis,,VU,EN,N,2015-4
Crotalaria bamendae,,VU,LC,N,2015-4
Dalbergia oligophylla,,EN,LC,N,2015-4
Millettia conraui,,VU,EN,N,2015-4
Millettia macrophylla,,VU,NT,N,2015-4
Ormocarpum klainei,,CR,EN,N,2015-4
ORCHIDS,,,,,
Paphiopedilum tigrinum,Tiger Striped Paphiopedilum,CR,EN,N,2015-2
OTHER FLOWERING PLANTS,,,,,
Amphiblemma amoenum,,EN,VU,N,2015-4
Begonia pelargoniiflora,,CR,EN,N,2015-2
Begonia pseudoviola,,VU,EN,N,2015-2
Begonia schaeferi,,VU,NT,N,2015-4
Camellia grijsii,,VU,DD,N,2015-4
Camellia hengchunensis,,EN,NT,N,2015-4
Commiphora wightii,,DD,CR,N,2015-2
Costus zamoranus,,VU,EN,N,2015-4
Dielsantha galeopsoides,,EN,NT,N,2015-4
Drymaria monticola,,VU,CR,N,2015-2
Lobelia columnaris,,LR/nt,VU,N,2015-4
Myristica dactyloides,,LR/cd,VU,N,2015-2
Salacia fimbrisepala,,CR,DD,N,2015-4
Salacia mamba,,VU,NT,N,2015-4
Scalesia gordilloi,,EN,CR,N,2015-2
Shorea tumbuggaia,,DD,EN,N,2015-2
Silene biafrae,,VU,NT,N,2015-4
